"PMMID","MeterName","kWh","DateTime"
31,"MDB2-2",1462584,2017-05-17 23:03:00
37,"MDB5-1",120054,2017-05-17 23:03:00
34,"MDB6-2",2393664,2017-05-17 23:03:00
35,"MDB6-1",1844431,2017-05-17 23:03:00
36,"MDB4-1",2106721,2017-05-17 23:03:00
32,"MDB4-2",81862353,2017-05-17 23:03:00
28,"MDB1-1",2383472,2017-05-17 23:03:00
175,"MDB3-1",292076,2017-05-17 23:03:00
25,"MDB7-1",1487434,2017-05-17 23:03:00
30,"MDB3-2",876579,2017-05-17 23:03:00
29,"MDB2-1",2194249,2017-05-17 23:02:00
26,"MDB7-2",3873280,2017-05-17 23:02:00
37,"MDB5-1",120053,2017-05-17 23:02:00
33,"MDB2-3",7169411,2017-05-17 23:02:00
34,"MDB6-2",2393653,2017-05-17 23:02:00
35,"MDB6-1",1844422,2017-05-17 23:02:00
36,"MDB4-1",2106712,2017-05-17 23:02:00
30,"MDB3-2",876579,2017-05-17 23:02:00
28,"MDB1-1",2383459,2017-05-17 23:02:00
25,"MDB7-1",1487426,2017-05-17 23:02:00
32,"MDB4-2",81862335,2017-05-17 23:02:00
175,"MDB3-1",292069,2017-05-17 23:02:00
29,"MDB2-1",2194236,2017-05-17 23:01:00
26,"MDB7-2",3873275,2017-05-17 23:01:00
31,"MDB2-2",1462567,2017-05-17 23:01:00
35,"MDB6-1",1844413,2017-05-17 23:01:00
34,"MDB6-2",2393641,2017-05-17 23:01:00
33,"MDB2-3",7169408,2017-05-17 23:01:00
32,"MDB4-2",81862317,2017-05-17 23:01:00
36,"MDB4-1",2106703,2017-05-17 23:01:00
28,"MDB1-1",2383445,2017-05-17 23:01:00
175,"MDB3-1",292063,2017-05-17 23:01:00
25,"MDB7-1",1487418,2017-05-17 23:01:00
30,"MDB3-2",876579,2017-05-17 23:01:00
29,"MDB2-1",2194224,2017-05-17 23:00:00
26,"MDB7-2",3873270,2017-05-17 23:00:00
34,"MDB6-2",2393629,2017-05-17 23:00:00
37,"MDB5-1",120052,2017-05-17 23:00:00
31,"MDB2-2",1462558,2017-05-17 23:00:00
32,"MDB4-2",81862299,2017-05-17 23:00:00
30,"MDB3-2",876579,2017-05-17 23:00:00
175,"MDB3-1",292056,2017-05-17 23:00:00
25,"MDB7-1",1487411,2017-05-17 23:00:00
36,"MDB4-1",2106694,2017-05-17 23:00:00
28,"MDB1-1",2383432,2017-05-17 23:00:00
29,"MDB2-1",2194212,2017-05-17 22:59:00
26,"MDB7-2",3873265,2017-05-17 22:59:00
34,"MDB6-2",2393616,2017-05-17 22:59:00
37,"MDB5-1",120051,2017-05-17 22:59:00
33,"MDB2-3",7169403,2017-05-17 22:59:00
35,"MDB6-1",1844395,2017-05-17 22:59:00
36,"MDB4-1",2106686,2017-05-17 22:59:00
28,"MDB1-1",2383419,2017-05-17 22:59:00
25,"MDB7-1",1487403,2017-05-17 22:59:00
30,"MDB3-2",876579,2017-05-17 22:59:00
32,"MDB4-2",81862281,2017-05-17 22:59:00
175,"MDB3-1",292050,2017-05-17 22:59:00
29,"MDB2-1",2194199,2017-05-17 22:58:00
26,"MDB7-2",3873260,2017-05-17 22:58:00
33,"MDB2-3",7169400,2017-05-17 22:58:00
34,"MDB6-2",2393605,2017-05-17 22:58:00
37,"MDB5-1",120050,2017-05-17 22:58:00
35,"MDB6-1",1844387,2017-05-17 22:58:00
175,"MDB3-1",292044,2017-05-17 22:58:00
32,"MDB4-2",81862263,2017-05-17 22:58:00
28,"MDB1-1",2383407,2017-05-17 22:58:00
25,"MDB7-1",1487395,2017-05-17 22:58:00
30,"MDB3-2",876579,2017-05-17 22:58:00
36,"MDB4-1",2106677,2017-05-17 22:58:00
29,"MDB2-1",2194187,2017-05-17 22:57:00
26,"MDB7-2",3873254,2017-05-17 22:57:00
33,"MDB2-3",7169398,2017-05-17 22:57:00
35,"MDB6-1",1844378,2017-05-17 22:57:00
34,"MDB6-2",2393592,2017-05-17 22:57:00
25,"MDB7-1",1487387,2017-05-17 22:57:00
30,"MDB3-2",876579,2017-05-17 22:57:00
32,"MDB4-2",81862244,2017-05-17 22:57:00
175,"MDB3-1",292038,2017-05-17 22:57:00
36,"MDB4-1",2106669,2017-05-17 22:57:00
28,"MDB1-1",2383394,2017-05-17 22:57:00
29,"MDB2-1",2194175,2017-05-17 22:56:00
26,"MDB7-2",3873249,2017-05-17 22:56:00
37,"MDB5-1",120049,2017-05-17 22:56:00
35,"MDB6-1",1844369,2017-05-17 22:56:00
31,"MDB2-2",1462524,2017-05-17 22:56:00
28,"MDB1-1",2383381,2017-05-17 22:56:00
25,"MDB7-1",1487379,2017-05-17 22:56:00
32,"MDB4-2",81862225,2017-05-17 22:56:00
36,"MDB4-1",2106660,2017-05-17 22:56:00
175,"MDB3-1",292033,2017-05-17 22:56:00
30,"MDB3-2",876579,2017-05-17 22:56:00
29,"MDB2-1",2194164,2017-05-17 22:55:00
26,"MDB7-2",3873244,2017-05-17 22:55:00
31,"MDB2-2",1462516,2017-05-17 22:55:00
33,"MDB2-3",7169392,2017-05-17 22:55:00
35,"MDB6-1",1844359,2017-05-17 22:55:00
34,"MDB6-2",2393568,2017-05-17 22:55:00
36,"MDB4-1",2106651,2017-05-17 22:55:00
28,"MDB1-1",2383369,2017-05-17 22:55:00
175,"MDB3-1",292027,2017-05-17 22:55:00
25,"MDB7-1",1487371,2017-05-17 22:55:00
30,"MDB3-2",876579,2017-05-17 22:55:00
32,"MDB4-2",81862208,2017-05-17 22:55:00
26,"MDB7-2",3873239,2017-05-17 22:54:00
37,"MDB5-1",120047,2017-05-17 22:54:00
33,"MDB2-3",7169390,2017-05-17 22:54:00
31,"MDB2-2",1462507,2017-05-17 22:54:00
34,"MDB6-2",2393557,2017-05-17 22:54:00
28,"MDB1-1",2383356,2017-05-17 22:54:00
25,"MDB7-1",1487363,2017-05-17 22:54:00
175,"MDB3-1",292021,2017-05-17 22:54:00
36,"MDB4-1",2106642,2017-05-17 22:54:00
32,"MDB4-2",81862190,2017-05-17 22:54:00
30,"MDB3-2",876579,2017-05-17 22:54:00
29,"MDB2-1",2194140,2017-05-17 22:53:00
26,"MDB7-2",3873234,2017-05-17 22:53:00
31,"MDB2-2",1462498,2017-05-17 22:53:00
37,"MDB5-1",120047,2017-05-17 22:53:00
33,"MDB2-3",7169387,2017-05-17 22:53:00
35,"MDB6-1",1844342,2017-05-17 22:53:00
34,"MDB6-2",2393544,2017-05-17 22:53:00
175,"MDB3-1",292015,2017-05-17 22:53:00
25,"MDB7-1",1487356,2017-05-17 22:53:00
32,"MDB4-2",81862171,2017-05-17 22:53:00
30,"MDB3-2",876579,2017-05-17 22:53:00
36,"MDB4-1",2106633,2017-05-17 22:53:00
28,"MDB1-1",2383343,2017-05-17 22:53:00
29,"MDB2-1",2194128,2017-05-17 22:52:00
26,"MDB7-2",3873228,2017-05-17 22:52:00
34,"MDB6-2",2393533,2017-05-17 22:52:00
35,"MDB6-1",1844333,2017-05-17 22:52:00
28,"MDB1-1",2383330,2017-05-17 22:52:00
175,"MDB3-1",292009,2017-05-17 22:52:00
25,"MDB7-1",1487348,2017-05-17 22:52:00
32,"MDB4-2",81862153,2017-05-17 22:52:00
30,"MDB3-2",876579,2017-05-17 22:52:00
36,"MDB4-1",2106623,2017-05-17 22:52:00
29,"MDB2-1",2194116,2017-05-17 22:51:00
26,"MDB7-2",3873223,2017-05-17 22:51:00
31,"MDB2-2",1462480,2017-05-17 22:51:00
34,"MDB6-2",2393521,2017-05-17 22:51:00
33,"MDB2-3",7169382,2017-05-17 22:51:00
37,"MDB5-1",120045,2017-05-17 22:51:00
25,"MDB7-1",1487340,2017-05-17 22:51:00
30,"MDB3-2",876579,2017-05-17 22:51:00
36,"MDB4-1",2106614,2017-05-17 22:51:00
28,"MDB1-1",2383317,2017-05-17 22:51:00
32,"MDB4-2",81862135,2017-05-17 22:51:00
175,"MDB3-1",292003,2017-05-17 22:51:00
26,"MDB7-2",3873218,2017-05-17 22:50:00
35,"MDB6-1",1844315,2017-05-17 22:50:00
31,"MDB2-2",1462471,2017-05-17 22:50:00
34,"MDB6-2",2393509,2017-05-17 22:50:00
32,"MDB4-2",81862116,2017-05-17 22:50:00
28,"MDB1-1",2383305,2017-05-17 22:50:00
36,"MDB4-1",2106604,2017-05-17 22:50:00
30,"MDB3-2",876579,2017-05-17 22:50:00
25,"MDB7-1",1487332,2017-05-17 22:50:00
175,"MDB3-1",291996,2017-05-17 22:50:00
26,"MDB7-2",3873213,2017-05-17 22:49:00
35,"MDB6-1",1844306,2017-05-17 22:49:00
34,"MDB6-2",2393498,2017-05-17 22:49:00
31,"MDB2-2",1462462,2017-05-17 22:49:00
32,"MDB4-2",81862098,2017-05-17 22:49:00
28,"MDB1-1",2383292,2017-05-17 22:49:00
36,"MDB4-1",2106595,2017-05-17 22:49:00
30,"MDB3-2",876579,2017-05-17 22:49:00
25,"MDB7-1",1487324,2017-05-17 22:49:00
175,"MDB3-1",291990,2017-05-17 22:49:00
29,"MDB2-1",2194079,2017-05-17 22:48:00
26,"MDB7-2",3873208,2017-05-17 22:48:00
33,"MDB2-3",7169374,2017-05-17 22:48:00
31,"MDB2-2",1462453,2017-05-17 22:48:00
34,"MDB6-2",2393486,2017-05-17 22:48:00
37,"MDB5-1",120043,2017-05-17 22:48:00
35,"MDB6-1",1844297,2017-05-17 22:48:00
28,"MDB1-1",2383279,2017-05-17 22:48:00
36,"MDB4-1",2106586,2017-05-17 22:48:00
25,"MDB7-1",1487316,2017-05-17 22:48:00
30,"MDB3-2",876579,2017-05-17 22:48:00
175,"MDB3-1",291984,2017-05-17 22:48:00
32,"MDB4-2",81862080,2017-05-17 22:48:00
29,"MDB2-1",2194066,2017-05-17 22:47:00
26,"MDB7-2",3873203,2017-05-17 22:47:00
34,"MDB6-2",2393475,2017-05-17 22:47:00
31,"MDB2-2",1462444,2017-05-17 22:47:00
35,"MDB6-1",1844288,2017-05-17 22:47:00
175,"MDB3-1",291978,2017-05-17 22:47:00
28,"MDB1-1",2383266,2017-05-17 22:47:00
25,"MDB7-1",1487308,2017-05-17 22:47:00
30,"MDB3-2",876579,2017-05-17 22:47:00
32,"MDB4-2",81862061,2017-05-17 22:47:00
36,"MDB4-1",2106577,2017-05-17 22:47:00
29,"MDB2-1",2194054,2017-05-17 22:46:00
26,"MDB7-2",3873198,2017-05-17 22:46:00
31,"MDB2-2",1462436,2017-05-17 22:46:00
33,"MDB2-3",7169368,2017-05-17 22:46:00
34,"MDB6-2",2393463,2017-05-17 22:46:00
36,"MDB4-1",2106568,2017-05-17 22:46:00
175,"MDB3-1",291973,2017-05-17 22:46:00
30,"MDB3-2",876579,2017-05-17 22:46:00
25,"MDB7-1",1487300,2017-05-17 22:46:00
32,"MDB4-2",81862042,2017-05-17 22:46:00
28,"MDB1-1",2383253,2017-05-17 22:46:00
29,"MDB2-1",2194040,2017-05-17 22:45:00
26,"MDB7-2",3873192,2017-05-17 22:45:00
34,"MDB6-2",2393452,2017-05-17 22:45:00
33,"MDB2-3",7169366,2017-05-17 22:45:00
31,"MDB2-2",1462426,2017-05-17 22:45:00
28,"MDB1-1",2383241,2017-05-17 22:45:00
30,"MDB3-2",876579,2017-05-17 22:45:00
36,"MDB4-1",2106559,2017-05-17 22:45:00
175,"MDB3-1",291968,2017-05-17 22:45:00
25,"MDB7-1",1487292,2017-05-17 22:45:00
32,"MDB4-2",81862024,2017-05-17 22:45:00
26,"MDB7-2",3873187,2017-05-17 22:44:00
34,"MDB6-2",2393440,2017-05-17 22:44:00
33,"MDB2-3",7169363,2017-05-17 22:44:00
35,"MDB6-1",1844261,2017-05-17 22:44:00
31,"MDB2-2",1462418,2017-05-17 22:44:00
175,"MDB3-1",291964,2017-05-17 22:44:00
36,"MDB4-1",2106549,2017-05-17 22:44:00
28,"MDB1-1",2383228,2017-05-17 22:44:00
32,"MDB4-2",81862006,2017-05-17 22:44:00
30,"MDB3-2",876579,2017-05-17 22:44:00
25,"MDB7-1",1487284,2017-05-17 22:44:00
29,"MDB2-1",2194015,2017-05-17 22:43:00
26,"MDB7-2",3873181,2017-05-17 22:43:00
31,"MDB2-2",1462409,2017-05-17 22:43:00
37,"MDB5-1",120040,2017-05-17 22:43:00
33,"MDB2-3",7169360,2017-05-17 22:43:00
35,"MDB6-1",1844252,2017-05-17 22:43:00
34,"MDB6-2",2393427,2017-05-17 22:43:00
28,"MDB1-1",2383216,2017-05-17 22:43:00
36,"MDB4-1",2106540,2017-05-17 22:43:00
25,"MDB7-1",1487277,2017-05-17 22:43:00
32,"MDB4-2",81861988,2017-05-17 22:43:00
30,"MDB3-2",876579,2017-05-17 22:43:00
175,"MDB3-1",291959,2017-05-17 22:43:00
26,"MDB7-2",3873177,2017-05-17 22:42:00
33,"MDB2-3",7169358,2017-05-17 22:42:00
34,"MDB6-2",2393416,2017-05-17 22:42:00
37,"MDB5-1",120039,2017-05-17 22:42:00
28,"MDB1-1",2383203,2017-05-17 22:42:00
30,"MDB3-2",876579,2017-05-17 22:42:00
36,"MDB4-1",2106531,2017-05-17 22:42:00
175,"MDB3-1",291955,2017-05-17 22:42:00
25,"MDB7-1",1487269,2017-05-17 22:42:00
32,"MDB4-2",81861970,2017-05-17 22:42:00
26,"MDB7-2",3873172,2017-05-17 22:41:00
34,"MDB6-2",2393405,2017-05-17 22:41:00
31,"MDB2-2",1462391,2017-05-17 22:41:00
33,"MDB2-3",7169355,2017-05-17 22:41:00
28,"MDB1-1",2383190,2017-05-17 22:41:00
36,"MDB4-1",2106522,2017-05-17 22:41:00
30,"MDB3-2",876579,2017-05-17 22:41:00
25,"MDB7-1",1487261,2017-05-17 22:41:00
32,"MDB4-2",81861952,2017-05-17 22:41:00
175,"MDB3-1",291950,2017-05-17 22:41:00
29,"MDB2-1",2193978,2017-05-17 22:40:00
26,"MDB7-2",3873166,2017-05-17 22:40:00
34,"MDB6-2",2393394,2017-05-17 22:40:00
35,"MDB6-1",1844225,2017-05-17 22:40:00
37,"MDB5-1",120038,2017-05-17 22:40:00
33,"MDB2-3",7169352,2017-05-17 22:40:00
31,"MDB2-2",1462382,2017-05-17 22:40:00
30,"MDB3-2",876579,2017-05-17 22:40:00
175,"MDB3-1",291946,2017-05-17 22:40:00
36,"MDB4-1",2106513,2017-05-17 22:40:00
32,"MDB4-2",81861934,2017-05-17 22:40:00
25,"MDB7-1",1487253,2017-05-17 22:40:00
28,"MDB1-1",2383177,2017-05-17 22:40:00
26,"MDB7-2",3873161,2017-05-17 22:39:00
34,"MDB6-2",2393382,2017-05-17 22:39:00
35,"MDB6-1",1844217,2017-05-17 22:39:00
31,"MDB2-2",1462373,2017-05-17 22:39:00
37,"MDB5-1",120037,2017-05-17 22:39:00
32,"MDB4-2",81861916,2017-05-17 22:39:00
30,"MDB3-2",876579,2017-05-17 22:39:00
36,"MDB4-1",2106505,2017-05-17 22:39:00
28,"MDB1-1",2383165,2017-05-17 22:39:00
25,"MDB7-1",1487245,2017-05-17 22:39:00
175,"MDB3-1",291942,2017-05-17 22:39:00
29,"MDB2-1",2193952,2017-05-17 22:38:00
26,"MDB7-2",3873156,2017-05-17 22:38:00
31,"MDB2-2",1462365,2017-05-17 22:38:00
37,"MDB5-1",120037,2017-05-17 22:38:00
33,"MDB2-3",7169347,2017-05-17 22:38:00
34,"MDB6-2",2393370,2017-05-17 22:38:00
175,"MDB3-1",291937,2017-05-17 22:38:00
32,"MDB4-2",81861898,2017-05-17 22:38:00
30,"MDB3-2",876579,2017-05-17 22:38:00
28,"MDB1-1",2383152,2017-05-17 22:38:00
36,"MDB4-1",2106496,2017-05-17 22:38:00
25,"MDB7-1",1487237,2017-05-17 22:38:00
29,"MDB2-1",2193940,2017-05-17 22:37:00
26,"MDB7-2",3873150,2017-05-17 22:37:00
34,"MDB6-2",2393360,2017-05-17 22:37:00
33,"MDB2-3",7169344,2017-05-17 22:37:00
31,"MDB2-2",1462356,2017-05-17 22:37:00
37,"MDB5-1",120036,2017-05-17 22:37:00
28,"MDB1-1",2383139,2017-05-17 22:37:00
32,"MDB4-2",81861880,2017-05-17 22:37:00
25,"MDB7-1",1487229,2017-05-17 22:37:00
30,"MDB3-2",876579,2017-05-17 22:37:00
175,"MDB3-1",291933,2017-05-17 22:37:00
36,"MDB4-1",2106487,2017-05-17 22:37:00
29,"MDB2-1",2193928,2017-05-17 22:36:00
26,"MDB7-2",3873146,2017-05-17 22:36:00
34,"MDB6-2",2393348,2017-05-17 22:36:00
31,"MDB2-2",1462347,2017-05-17 22:36:00
33,"MDB2-3",7169342,2017-05-17 22:36:00
35,"MDB6-1",1844190,2017-05-17 22:36:00
37,"MDB5-1",120036,2017-05-17 22:36:00
30,"MDB3-2",876579,2017-05-17 22:36:00
32,"MDB4-2",81861862,2017-05-17 22:36:00
36,"MDB4-1",2106478,2017-05-17 22:36:00
25,"MDB7-1",1487221,2017-05-17 22:36:00
28,"MDB1-1",2383127,2017-05-17 22:36:00
175,"MDB3-1",291929,2017-05-17 22:36:00
29,"MDB2-1",2193915,2017-05-17 22:35:00
26,"MDB7-2",3873141,2017-05-17 22:35:00
37,"MDB5-1",120035,2017-05-17 22:35:00
34,"MDB6-2",2393336,2017-05-17 22:35:00
33,"MDB2-3",7169339,2017-05-17 22:35:00
35,"MDB6-1",1844180,2017-05-17 22:35:00
36,"MDB4-1",2106470,2017-05-17 22:35:00
32,"MDB4-2",81861844,2017-05-17 22:35:00
25,"MDB7-1",1487213,2017-05-17 22:35:00
175,"MDB3-1",291924,2017-05-17 22:35:00
30,"MDB3-2",876579,2017-05-17 22:35:00
28,"MDB1-1",2383115,2017-05-17 22:35:00
29,"MDB2-1",2193903,2017-05-17 22:34:00
26,"MDB7-2",3873135,2017-05-17 22:34:00
35,"MDB6-1",1844172,2017-05-17 22:34:00
37,"MDB5-1",120034,2017-05-17 22:34:00
34,"MDB6-2",2393325,2017-05-17 22:34:00
33,"MDB2-3",7169336,2017-05-17 22:34:00
32,"MDB4-2",81861826,2017-05-17 22:34:00
25,"MDB7-1",1487205,2017-05-17 22:34:00
30,"MDB3-2",876579,2017-05-17 22:34:00
36,"MDB4-1",2106460,2017-05-17 22:34:00
175,"MDB3-1",291920,2017-05-17 22:34:00
28,"MDB1-1",2383103,2017-05-17 22:34:00
29,"MDB2-1",2193890,2017-05-17 22:33:00
26,"MDB7-2",3873130,2017-05-17 22:33:00
34,"MDB6-2",2393313,2017-05-17 22:33:00
31,"MDB2-2",1462321,2017-05-17 22:33:00
35,"MDB6-1",1844162,2017-05-17 22:33:00
32,"MDB4-2",81861807,2017-05-17 22:33:00
36,"MDB4-1",2106451,2017-05-17 22:33:00
175,"MDB3-1",291915,2017-05-17 22:33:00
25,"MDB7-1",1487198,2017-05-17 22:33:00
28,"MDB1-1",2383091,2017-05-17 22:33:00
30,"MDB3-2",876579,2017-05-17 22:33:00
29,"MDB2-1",2193878,2017-05-17 22:32:00
26,"MDB7-2",3873125,2017-05-17 22:32:00
35,"MDB6-1",1844153,2017-05-17 22:32:00
31,"MDB2-2",1462312,2017-05-17 22:32:00
33,"MDB2-3",7169331,2017-05-17 22:32:00
37,"MDB5-1",120033,2017-05-17 22:32:00
34,"MDB6-2",2393301,2017-05-17 22:32:00
30,"MDB3-2",876579,2017-05-17 22:32:00
28,"MDB1-1",2383079,2017-05-17 22:32:00
175,"MDB3-1",291910,2017-05-17 22:32:00
36,"MDB4-1",2106442,2017-05-17 22:32:00
25,"MDB7-1",1487190,2017-05-17 22:32:00
32,"MDB4-2",81861789,2017-05-17 22:32:00
26,"MDB7-2",3873120,2017-05-17 22:31:00
31,"MDB2-2",1462304,2017-05-17 22:31:00
34,"MDB6-2",2393290,2017-05-17 22:31:00
35,"MDB6-1",1844144,2017-05-17 22:31:00
33,"MDB2-3",7169328,2017-05-17 22:31:00
30,"MDB3-2",876579,2017-05-17 22:31:00
32,"MDB4-2",81861771,2017-05-17 22:31:00
175,"MDB3-1",291904,2017-05-17 22:31:00
36,"MDB4-1",2106432,2017-05-17 22:31:00
28,"MDB1-1",2383066,2017-05-17 22:31:00
25,"MDB7-1",1487182,2017-05-17 22:31:00
29,"MDB2-1",2193853,2017-05-17 22:30:00
26,"MDB7-2",3873115,2017-05-17 22:30:00
34,"MDB6-2",2393279,2017-05-17 22:30:00
37,"MDB5-1",120031,2017-05-17 22:30:00
33,"MDB2-3",7169325,2017-05-17 22:30:00
31,"MDB2-2",1462294,2017-05-17 22:30:00
25,"MDB7-1",1487174,2017-05-17 22:30:00
28,"MDB1-1",2383054,2017-05-17 22:30:00
36,"MDB4-1",2106423,2017-05-17 22:30:00
175,"MDB3-1",291898,2017-05-17 22:30:00
30,"MDB3-2",876579,2017-05-17 22:30:00
32,"MDB4-2",81861753,2017-05-17 22:30:00
26,"MDB7-2",3873109,2017-05-17 22:29:00
37,"MDB5-1",120030,2017-05-17 22:29:00
33,"MDB2-3",7169323,2017-05-17 22:29:00
34,"MDB6-2",2393267,2017-05-17 22:29:00
175,"MDB3-1",291892,2017-05-17 22:29:00
30,"MDB3-2",876579,2017-05-17 22:29:00
36,"MDB4-1",2106414,2017-05-17 22:29:00
32,"MDB4-2",81861734,2017-05-17 22:29:00
25,"MDB7-1",1487166,2017-05-17 22:29:00
28,"MDB1-1",2383042,2017-05-17 22:29:00
29,"MDB2-1",2193828,2017-05-17 22:28:00
26,"MDB7-2",3873105,2017-05-17 22:28:00
37,"MDB5-1",120030,2017-05-17 22:28:00
35,"MDB6-1",1844116,2017-05-17 22:28:00
31,"MDB2-2",1462277,2017-05-17 22:28:00
32,"MDB4-2",81861717,2017-05-17 22:28:00
28,"MDB1-1",2383030,2017-05-17 22:28:00
36,"MDB4-1",2106405,2017-05-17 22:28:00
30,"MDB3-2",876579,2017-05-17 22:28:00
175,"MDB3-1",291886,2017-05-17 22:28:00
25,"MDB7-1",1487158,2017-05-17 22:28:00
29,"MDB2-1",2193816,2017-05-17 22:27:00
26,"MDB7-2",3873099,2017-05-17 22:27:00
35,"MDB6-1",1844108,2017-05-17 22:27:00
37,"MDB5-1",120029,2017-05-17 22:27:00
25,"MDB7-1",1487151,2017-05-17 22:27:00
30,"MDB3-2",876579,2017-05-17 22:27:00
36,"MDB4-1",2106397,2017-05-17 22:27:00
28,"MDB1-1",2383018,2017-05-17 22:27:00
175,"MDB3-1",291880,2017-05-17 22:27:00
32,"MDB4-2",81861699,2017-05-17 22:27:00
26,"MDB7-2",3873094,2017-05-17 22:26:00
37,"MDB5-1",120028,2017-05-17 22:26:00
33,"MDB2-3",7169315,2017-05-17 22:26:00
35,"MDB6-1",1844098,2017-05-17 22:26:00
34,"MDB6-2",2393231,2017-05-17 22:26:00
31,"MDB2-2",1462260,2017-05-17 22:26:00
28,"MDB1-1",2383006,2017-05-17 22:26:00
32,"MDB4-2",81861680,2017-05-17 22:26:00
25,"MDB7-1",1487143,2017-05-17 22:26:00
36,"MDB4-1",2106388,2017-05-17 22:26:00
175,"MDB3-1",291874,2017-05-17 22:26:00
30,"MDB3-2",876579,2017-05-17 22:26:00
26,"MDB7-2",3873089,2017-05-17 22:25:00
31,"MDB2-2",1462251,2017-05-17 22:25:00
34,"MDB6-2",2393220,2017-05-17 22:25:00
35,"MDB6-1",1844090,2017-05-17 22:25:00
33,"MDB2-3",7169312,2017-05-17 22:25:00
37,"MDB5-1",120027,2017-05-17 22:25:00
175,"MDB3-1",291868,2017-05-17 22:25:00
30,"MDB3-2",876579,2017-05-17 22:25:00
32,"MDB4-2",81861663,2017-05-17 22:25:00
36,"MDB4-1",2106379,2017-05-17 22:25:00
25,"MDB7-1",1487135,2017-05-17 22:25:00
28,"MDB1-1",2382994,2017-05-17 22:25:00
29,"MDB2-1",2193778,2017-05-17 22:24:00
26,"MDB7-2",3873083,2017-05-17 22:24:00
31,"MDB2-2",1462242,2017-05-17 22:24:00
35,"MDB6-1",1844080,2017-05-17 22:24:00
37,"MDB5-1",120027,2017-05-17 22:24:00
175,"MDB3-1",291862,2017-05-17 22:24:00
30,"MDB3-2",876579,2017-05-17 22:24:00
32,"MDB4-2",81861645,2017-05-17 22:24:00
25,"MDB7-1",1487127,2017-05-17 22:24:00
28,"MDB1-1",2382981,2017-05-17 22:24:00
36,"MDB4-1",2106371,2017-05-17 22:24:00
29,"MDB2-1",2193765,2017-05-17 22:23:00
26,"MDB7-2",3873079,2017-05-17 22:23:00
35,"MDB6-1",1844072,2017-05-17 22:23:00
37,"MDB5-1",120026,2017-05-17 22:23:00
33,"MDB2-3",7169307,2017-05-17 22:23:00
31,"MDB2-2",1462233,2017-05-17 22:23:00
175,"MDB3-1",291856,2017-05-17 22:23:00
36,"MDB4-1",2106362,2017-05-17 22:23:00
30,"MDB3-2",876579,2017-05-17 22:23:00
28,"MDB1-1",2382969,2017-05-17 22:23:00
25,"MDB7-1",1487120,2017-05-17 22:23:00
32,"MDB4-2",81861626,2017-05-17 22:23:00
26,"MDB7-2",3873074,2017-05-17 22:22:00
33,"MDB2-3",7169304,2017-05-17 22:22:00
35,"MDB6-1",1844063,2017-05-17 22:22:00
31,"MDB2-2",1462224,2017-05-17 22:22:00
37,"MDB5-1",120025,2017-05-17 22:22:00
28,"MDB1-1",2382957,2017-05-17 22:22:00
32,"MDB4-2",81861609,2017-05-17 22:22:00
36,"MDB4-1",2106353,2017-05-17 22:22:00
25,"MDB7-1",1487112,2017-05-17 22:22:00
175,"MDB3-1",291850,2017-05-17 22:22:00
30,"MDB3-2",876579,2017-05-17 22:22:00
26,"MDB7-2",3873068,2017-05-17 22:21:00
37,"MDB5-1",120025,2017-05-17 22:21:00
35,"MDB6-1",1844054,2017-05-17 22:21:00
34,"MDB6-2",2393173,2017-05-17 22:21:00
33,"MDB2-3",7169301,2017-05-17 22:21:00
30,"MDB3-2",876579,2017-05-17 22:21:00
28,"MDB1-1",2382945,2017-05-17 22:21:00
36,"MDB4-1",2106345,2017-05-17 22:21:00
32,"MDB4-2",81861591,2017-05-17 22:21:00
25,"MDB7-1",1487104,2017-05-17 22:21:00
175,"MDB3-1",291843,2017-05-17 22:21:00
29,"MDB2-1",2193727,2017-05-17 22:20:00
26,"MDB7-2",3873063,2017-05-17 22:20:00
33,"MDB2-3",7169299,2017-05-17 22:20:00
35,"MDB6-1",1844045,2017-05-17 22:20:00
32,"MDB4-2",81861573,2017-05-17 22:20:00
36,"MDB4-1",2106336,2017-05-17 22:20:00
30,"MDB3-2",876579,2017-05-17 22:20:00
28,"MDB1-1",2382932,2017-05-17 22:20:00
175,"MDB3-1",291836,2017-05-17 22:20:00
25,"MDB7-1",1487096,2017-05-17 22:20:00
29,"MDB2-1",2193715,2017-05-17 22:19:00
26,"MDB7-2",3873058,2017-05-17 22:19:00
35,"MDB6-1",1844037,2017-05-17 22:19:00
31,"MDB2-2",1462198,2017-05-17 22:19:00
33,"MDB2-3",7169296,2017-05-17 22:19:00
28,"MDB1-1",2382920,2017-05-17 22:19:00
36,"MDB4-1",2106328,2017-05-17 22:19:00
25,"MDB7-1",1487088,2017-05-17 22:19:00
32,"MDB4-2",81861554,2017-05-17 22:19:00
175,"MDB3-1",291829,2017-05-17 22:19:00
30,"MDB3-2",876579,2017-05-17 22:19:00
29,"MDB2-1",2193703,2017-05-17 22:18:00
26,"MDB7-2",3873053,2017-05-17 22:18:00
33,"MDB2-3",7169293,2017-05-17 22:18:00
34,"MDB6-2",2393137,2017-05-17 22:18:00
30,"MDB3-2",876579,2017-05-17 22:18:00
32,"MDB4-2",81861536,2017-05-17 22:18:00
36,"MDB4-1",2106319,2017-05-17 22:18:00
28,"MDB1-1",2382907,2017-05-17 22:18:00
175,"MDB3-1",291822,2017-05-17 22:18:00
25,"MDB7-1",1487080,2017-05-17 22:18:00
